overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
1,,True,"04 30, 2017",AHZ5YRRIRTLJG,B0172YHMMK,,Pat S.,"I purchased a $25.00  Payless Gift card for a relative as part of her Birthday gift. There was no attempt to use this card until approximately one month ago. My relative began searching for shoes online and found several pairs of shoes that she liked and was ready to order when she noticed that Payless did ""not"" have the option to use its gift card for a purchase.  We felt that this was a glitch or technical issue with the website that went on for several weeks.  During the middle of last week, my relative found 4 pairs of shoes that she wanted to order using the gift card and her Visa but she could not because there was ""still"" no option to enter Payless Gift Card information.  My relative called customer service to find out if they could place a phone order for the online order.  The answer was a clear ""No. 'She kept waiting and attempting until finally calling Customer Service yesterday.  The representative was rude and did not offer any remedy for the situation.  My relative went into Payless in our town 2X's attempting to find the same style without success except for one of the pairs of shoes which would have cost much more in the store.  Online there was an initial sale plus she had a code to use for another 20% off.  These discounts were not available in the brick and mortar store.  It should not have been this difficult for Payless to turn this situation around.  The Payless Gift Card clearly states that it can be used in store and online.",Payless is in Bankrupty - the gift card cannot be used online,1493510400,
1,,False,"12 8, 2014",A20FNXCQHHDNXP,B00BXLTUBA,,GT,Question: Can this be used in Canada?,One Star,1417996800,
1,,True,"11 21, 2016",A1Y61HC0T1ZAP8,B00H5BMIHA,,Melanie,I sent it twice and it never made it to the email of who I sent it to.,One Star,1479686400,
1,,True,"09 4, 2017",A2FAP1LP5WPWWW,B00TEEU5X0,,downbird,"Bought as part of Prime day, which you think would be legit.  Went to use 2+ months later and it doesn't work.  I agree with the other buyers on here, this is a scam.  Save yourself the headache and avoid this seller,  ACI Gift Cards, Inc.",Don't buy this gift card from here,1504483200,
1,,False,"06 3, 2015",ASYMUL2WN51T0,B005ESMMWW,{'Gift Amount:': ' 50'},Nane,"There was a promotional offer of a $20 Amazon gift card if I bought a $100 worth amazon gift cards. I did, however, never got the $20 card.",There was a promotional offer of a $20 Amazon gift ...,1433289600,
1,,True,"11 22, 2017",A1RCA3J57JUR2E,B00BXLSPGQ,,Michael Doane,Is not supported by my iPhone 8...returned it.,Not supported!,1511308800,
1,14,True,"06 7, 2017",A1HGVKU06QVSVF,B00JDQJZWG,{'Gift Amount:': ' 50'},perry,never received gift cards and amazon wouldnt replace them.,One Star,1496793600,
1,,True,"05 2, 2017",AK7IYU6JJ1VIV,B016PASXA2,,sunny,Too much trouble using these gift cards.  Next time I would go directly to Gap.,One Star,1493683200,
1,8,False,"08 31, 2014",AMMDO2NXYM1BW,B00AR51Y5I,,Ryan Hill,"The card didn't have money on it. Starbucks would not except it when I went to use it.
I do not recommend buying this. It will not work and is a rip off.",DO NOT BUY! No money on card.,1409443200,
1,,False,"04 4, 2018",A1TOCN2STET2R4,B00BXLW0K8,,Natalie L,I tried to use mine but it said it had already been used at a spa on the other side of the country. I called spafinder and they refuse to do anything about it. Very disappointed in their lack of customer service.,Very disappointed in their lack of customer service,1522800000,
1,,True,"07 11, 2017",AXKVP48HF93O8,B004Q7CK9M,{'Gift Amount:': ' 20'},Jackson,AMAZON STOP RUNNING ADS ON THE FAR-RIGHT WEBSITE BREITBART NEWS. WE WILL BOYCOTT YOU UNTIL YOU DO!!!,One Star,1499731200,
1,,True,"10 30, 2016",A2NH3T7OYULHYL,B00H5BMIHA,,E. Beecher,It was the worst! I had the email sent many times I even had it sent to me and forwarded to her and still she didn't receive it. I ended up just sending her the code. I wanted to surprise her when she checked her email. It was such a headache and disappointing. Never again.,Disappointing at best,1477785600,
1,,False,"01 26, 2015",A1SZ79VJ1J3ORC,B004Q7CK9M,{'Gift Amount:': ' 25'},simple,Be aware of the JAN25PRIME promotion. You will not get an extra $5 credit for buying at least a $25 Amazon gift card like the offer says. It is confusing and does not fully except your JAN25PRIME promotional code and you are not told.,You will not get an extra $5 credit for buying at least a $25 Amazon gift card like the offer says,1422230400,
1,,True,"07 12, 2015",A2VGM0MM3II9N6,B00B2TFSO6,,Michael McKnight,Crap resolution to my problem.  Same run around and crap customer satisfaction.,Gift card is gift card service was good but resolution crap,1436659200,
1,,True,"06 2, 2014",A2M4YK030WM85,B007V6ETLW,,Franca Pavani,"For a hundred dollar gift card, the graphic and animated options offered by Amazon, are less than satisfactory. could not personalise, and it ends up being what it is: Money, not a gift. You should at least offer through cheap, beautiful cards, the illusion of a gift. Picture options, take time. And usually, if you give a gift card, is because you could not find the time to purchase it yourself.
No Comm Strategy Amazon!!!",Minimum options,1401667200,
1,3,True,"01 5, 2017",A3EVFZ30F2KYZ2,B0091JKVU0,{'Gift Amount:': ' 50'},Amazon Customer,Gift card didn't include any info on sender.,One Star,1483574400,
1,,False,"12 26, 2013",A2NDZ6GA3AGFHS,B004LLILGO,,David Lutz,"I received the pdf image, printed it from my macbook to an hp printer, and didn't notice that the last 2 digits of the claim code were cut off.  So my mother wasted part of her morning trying to figure out how to redeem the defective gift.

Better engineering would move the claim code away from the edge of the card (claim code on the left, ""amazon gift card"" on the right).  And yes, I should have noticed that the front of the card said ""merry christma"", but really, shouldn't amazon be able to make this work without a lot of effort on my part?","Card doesn't print correctly, doesn't include the whole claim code",1388016000,
1,,True,"08 22, 2017",A2OHQHW4LL54XZ,B005ESMMWW,{'Gift Amount:': ' 0'},John Campbell,I indicated this was a gift and wrote a gift card.  The recipient says there was no card and did not know who sent the gift.,I indicated this was a gift and wrote a gift ...,1503360000,
1,,True,"07 3, 2018",A2FJBHHDP10ECZ,B00MV9F2QU,,Trish,There was a sale on Slickdeals *buy $100 gift card for 85$* end up I got charged for 100$.,Promo did not apply,1530576000,
1,,True,"05 27, 2017",AUNEWOQFX7U4X,B01GKZ3SQG,,Katelynne,"So disappointed. I got this for myself so I wouldn't overspend at Torrid. But when I tried to use it, it told me it was not valid. I will be asking for a refund.",Need a refund.,1495843200,
1,,True,"12 9, 2016",A27WYFS42R58OP,B00ADR2XIC,,Amazon Customer,"This item supposed to be a very good idea to give it to someone as a gift.  However, the gift box that I received is dirty, a lot of sticky glue around the box.  I don't think I would use for a engagement gift for my friend.  I'm very disappointed with Amazon.",This item supposed to be a very good idea to give it to someone as a gift,1481241600,
1,,True,"02 4, 2013",A2QXRWQBEQHER8,B004W8D102,,raymond estrin,"I am trying to contact amazon, I sent a gift card out this morning to someone in the U S for $500, for some reason it came to me and not the recipient, please tell me how I can modify, I can't find a way to contact Amazon to edit order!! the person's birthday is today, so I would appreciate a rapid repsonse..........
Raymond Estrin",Amazon,1359936000,
1,5,True,"12 10, 2014",A3R6XODDTGTSXB,B00BXLSGHO,,ER,Damage packaging. The amount was cut off purposely.  Hope it's activated for the amount I paid!,One Star,1418169600,
1,,True,"01 25, 2018",A2XREU38W4XMI4,B00BXQIGA6,,Betty,This also was a gift card for someone else .,One Star,1516838400,
1,,True,"02 7, 2018",A2OZZC19SGI2CM,B0091JKVU0,{'Gift Amount:': ' 0'},KB,"The tin box was crushed so I didn't get to use it, had to throw it away.  The gift card was undamaged and worked fine.",The gift card was undamaged and worked fine.,1517961600,
1,5,False,"10 24, 2014",AJBL80QH7UHM,B00ISCEAMG,,Samantha,It won't allow me to buy the gift cards,One Star,1414108800,
1,,True,"06 25, 2017",A33YFHXN0W1OGA,B00CXZPG0O,,Amazon Customer,I purchased three gift cards at 25.00 each. One of the cards had a zero balance. The waitress ran the card twice. Very unsatisfied customer.,I purchased three gift cards at 25. 00 each ...,1498348800,
1,35,True,"09 7, 2013",A2UP9MFSG6XU9B,B005ESMJ02,{'Gift Amount:': ' 100'},dls74447,"Usually do not have a problem w Gift cards from Amazon.
I bout two $100 cards. One for each son's birthdays close together. Amazon sent me an email saying card could not be validated. so they were sending another two. Nice of Amazon...but this made me miss their day.
The two that came also could not be activated.
I ended up getting a refund & ordering an eMail Gift card sent to each of their addresses & printed out. this worked, but boy what a hassle.!!!!",Was not a good experience!!!,1378512000,
1,,True,"10 2, 2013",AZWPJYXRWSJYY,B004KNWWR2,,Argia  Caines,"I had tried to purchases two.  It took my order and in a bit told me I was ready to print which I was un able to do I needed them the next day.  Was on line with your support lady who was very nice in the end we decided to cancel. I have recieved a refund on the one BUTTTTTT not on the second as of yet.  I am still waiting for that.  I was deisappointed with this purchases.  thank you.  I am surprised you are asking for this review when the purchase was cancelled.
Argia Caines",Gifts cards  0-,1380672000,
1,4,True,"12 29, 2012",A1GCCD0HP4NT6L,B0091JKJ0M,{'Gift Amount:': ' 50'},Terre Ulm,I was disappointed that my message was not in the gift box.  So glad I opened it to check.  I ordered two $50 gift card with boxes.  Both had no messages in them.  The message were on my receipt.  But not in the gift.  I had to cut the tape open and to my disappointment my message was not in them.,Disappointed,1356739200,
1,28,False,"12 28, 2011",A284KPTDFN39I4,B005ESMMWW,,Tristan Hoffmann,"My brother bought me a gift card to give me Amazon Prime for Christmas and to make my new Kindle Fire worthwhile. What they don't tell you is that you can't use the gift cards for Amazon Prime. And now I have to pay for it myself anyway, and my brother can't get a refund for the gift card. I feel very misled and am rethinking my decision to tie myself to the company with a Kindle Fire. Their support was not helpful at all, although they do appreciate my visiting Amazon.com.",Does not work for Amazon Prime,1325030400,
1,,True,"01 20, 2015",A977AQ2ORHIHV,B00PMLDPYK,,Tyson Bramlett,I sent two cards. Only one of them was taken by the recipient from my emails. May I have the one gift card back?,I sent two cards. Only one of them was ...,1421712000,
1,,True,"04 24, 2014",A3HVSD7XUKXHRZ,B00I542CPE,,joan,I purchased this to pay for an ordered item only to be scammed and amazon really did not help to settle the problem.  The ordered item and company was found on amazon.  I will not be fooled twice.,Used by scamers,1398297600,
1,,False,"12 25, 2015",A1NDG73GA0EGHH,B004Q7CK9M,{'Gift Amount:': ' 20'},J. Snow,"My gift message wasn't printed on the card so the recipient didn't even know who sent it! Way to go, Amazon.",Mysterious Gift Card,1451001600,
1,13,True,"11 29, 2009",A87JOPC0AIDLQ,B001GXRQW0,{'Gift Amount:': ' 50'},M. McGuire,"I purchased this for a gift and had nothing but problems.  I received the gift card by mail with no problem on shipping; however, the gift card was not activated.  I got an email from Amazon saying so, but getting it activated was the hard part.  I had to email Amazon Costumer Service three times to get the card activated.  For the first email I received the shipping information, which I had already been following through my account.  The second email went unanswered and finally with the third, after I expressed my displeasure with the service I was receiving and the product, I got the card activated.  I will never order another Amazon gift card.  While I thought it would be a good gift, I have found it to be nothing but a hassle.  I do not recommend this product.  I read other reviews where the same thing happened, but decided to give it a chance anyway.  Big mistake.",Not Worth The Hassle,1259452800,
1,,False,"11 10, 2016",A31DC6KXN4399O,B005ESMJ02,{'Gift Amount:': ' 150'},AmazonPrimePACustomer,The Black gift box is Dusty and durty. I would not recommend this gift option. Even some human or animal hair is also glued to the box.,The Black gift box is Dusty and durty,1478736000,"['https://images-na.ssl-images-amazon.com/images/I/71oqRL4-mXL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71Se0waq9eL._SY88.jpg']"
1,,True,"05 6, 2015",A3N902OE4PRUDO,B00H5BMQEA,,holly,never ordered a $100.00 gift card,wrong,1430870400,
1,2,True,"01 24, 2016",A36CZY3U2M4BNC,B00JDQJZWG,{'Gift Amount:': ' 50'},Shay Moore,"I mistakenly sent the gift card to myself, Amazon would not let me correct it so I had to buy another gift card, Still pissed about it!",Still pissed,1453593600,
