overall,verified,reviewTime,reviewerID,reviewerName,reviewText,summary,sentiment_label,texto_limpio
1,False,"03 13, 2017",A3KWPW6ZJTI3KX,Keep Lavender,"Think twice, their food is not the same quality it was a few years back. I used to love thier burgers, but they changed them without changing the menu, thats wrong. MacDonalds makes a bigger burger, and yes,even though they changed some of their burgers, they changed their menu and burger options to reflect this change. I know many in the food industry have decreased their portion sizes,but did so without interfering with the quality.  TGIF didn't change their menus, but changed their food venues as well as quality, the menu reads the same but the food is very different.

Sorry,  but this is how I feel, very disappointed.",Not the same,1,think twice food quality year back i used love thier burger changed without changing menu thats wrong macdonalds make bigger burger yes even though changed burger changed menu burger option reflect change i know many food industry decreased portion size without interfering quality tgif change menu changed food venue well quality menu read food different sorry i feel disappointed
1,True,"06 3, 2016",A3T7Q79JB7X603,Karla,"I purchased this gift card to use with 'rapid order' online purchases, but after two uses, the website would no longer accept the gift card online!",I purchased this gift card to use with 'rapid order' ...,1,i purchased gift card use rapid order online purchase two us website would longer accept gift card online
1,True,"04 30, 2018",A1E7DG6F4HUHHZ,Nicholas Adams,"100% terrible experience! It's difficult to even find where to enter a gift card into your account, let alone to use it. Once you finally figure out where to input the card information, AirBnB will tell you the card cannot be used on ""extended stays"" at AirBnB properties... It's be like Southwest saying you can't one of their gift cards on a flight that's more than 1 hour long.  Simply ridiculous! Now I'm stuck with a gift card I can't use...",Don't Do it! It's a trap!,1,one hundred terrible experience it difficult even find enter gift card account let alone use once finally figure input card information airbnb tell card cannot used extended stay airbnb property it like southwest saying one gift card flight one hour long simply ridiculous now i stuck gift card i use
1,True,"01 5, 2014",AACCXD4UCY59Z,kimberly,"Hated this,gave it to my daughter as a xmas gift in 2012 an she could never use it, we lost the money on it, never again!",never again,1,hated gave daughter xmas gift two thousand and twelve could never use lost money never
1,True,"11 26, 2017",A1HH39U3WOV9Z3,Debbie Smith,"Redemption code did not work.  At this time, I am out $100 since Amazon will not allow returns on gift cards.",Redemption code invalid,1,redemption code work at time i one hundred since amazon allow return gift card
1,True,"04 27, 2018",A35E06SVKH04KB,Liberty Love,I didn't receive my order ??,One Star,1,i receive order
1,True,"12 29, 2015",A3CHTMLGFHLQ4H,Alan D,I do not recommend.,One Star,1,i recommend
1,True,"06 5, 2018",A2RBS7IAPP0WPO,matt,"Got scammed

.",One Star,1,got scammed
1,True,"01 25, 2015",A23AUND8OQ232I,Marla Rudnick,I was very disappointed when I found out a week after Christmas that my recipient hadn't received it! I ended up resending it so it was all straighted out by Jan 10th but still..wouldn't use again.,Somehow got lost and had to resend :(,1,i disappointed i found week christmas recipient received i ended resending straighted jan 10th still use
1,True,"12 18, 2016",A2R0443NZ039AH,Amazon Customer,"As you can see in the photo of this product, the gift card is CHRISTMAS......the box arrives in HALLOWEEN decor !!!",As you can see in the photo of this product ...,1,as see photo product gift card christmas box arrives halloween decor
1,True,"03 14, 2018",A37VE1HIOGT08V,James Brooks,Don't function very well. Skips.,Not a good investment,1,don function well skips
1,True,"09 14, 2014",A13S1MIDLMPP2J,Patricia C. Hodge,"As far as I know it was never delivered,sent it two times to my daughter, who hasn't received it 1 month later !
I've previously liked this concept, but something was really fouled up this time !",I've previously liked this concept,1,as far i know never delivered sent two time daughter received one month later i previously liked concept something really fouled time
1,True,"04 30, 2017",AHZ5YRRIRTLJG,Pat S.,"I purchased a $25.00  Payless Gift card for a relative as part of her Birthday gift. There was no attempt to use this card until approximately one month ago. My relative began searching for shoes online and found several pairs of shoes that she liked and was ready to order when she noticed that Payless did ""not"" have the option to use its gift card for a purchase.  We felt that this was a glitch or technical issue with the website that went on for several weeks.  During the middle of last week, my relative found 4 pairs of shoes that she wanted to order using the gift card and her Visa but she could not because there was ""still"" no option to enter Payless Gift Card information.  My relative called customer service to find out if they could place a phone order for the online order.  The answer was a clear ""No. 'She kept waiting and attempting until finally calling Customer Service yesterday.  The representative was rude and did not offer any remedy for the situation.  My relative went into Payless in our town 2X's attempting to find the same style without success except for one of the pairs of shoes which would have cost much more in the store.  Online there was an initial sale plus she had a code to use for another 20% off.  These discounts were not available in the brick and mortar store.  It should not have been this difficult for Payless to turn this situation around.  The Payless Gift Card clearly states that it can be used in store and online.",Payless is in Bankrupty - the gift card cannot be used online,1,i purchased twenty-five zero payless gift card relative part birthday gift there attempt use card approximately one month ago my relative began searching shoe online found several pair shoe liked ready order noticed payless option use gift card purchase we felt glitch technical issue website went several week during middle last week relative found four pair shoe wanted order using gift card visa could still option enter payless gift card information my relative called customer service find could place phone order online order the answer clear no she kept waiting attempting finally calling customer service yesterday the representative rude offer remedy situation my relative went payless town 2x attempting find style without success except one pair shoe would cost much store online initial sale plus code use another twenty these discount available brick mortar store it difficult payless turn situation around the payless gift card clearly state used store online
1,False,"12 8, 2014",A20FNXCQHHDNXP,GT,Question: Can this be used in Canada?,One Star,1,question can used canada
1,True,"11 21, 2016",A1Y61HC0T1ZAP8,Melanie,I sent it twice and it never made it to the email of who I sent it to.,One Star,1,i sent twice never made email i sent
1,True,"09 4, 2017",A2FAP1LP5WPWWW,downbird,"Bought as part of Prime day, which you think would be legit.  Went to use 2+ months later and it doesn't work.  I agree with the other buyers on here, this is a scam.  Save yourself the headache and avoid this seller,  ACI Gift Cards, Inc.",Don't buy this gift card from here,1,bought part prime day think would legit went use two month later work i agree buyer scam save headache avoid seller aci gift cards inc
